Site ID,Condition,Plot number,Year,Month,Day,Run,Time,Precipitation (mm/hr),Precipitation (mm/min),Run-on,Runoff (mm/hr),Runoff (CMS),Sediment concentration,Sediment discharge,Velocity max,Velocity mean
ER2, N,6,2013,8,2,DRY,45,0,0,0,26.68,0.000088933,0.13,0.11,NA,NA
ER2, N,6,2013,8,2,DRY,45.5,0,0,0,19.7,0.000065667,0.06,0.04,NA,NA
ER2, N,6,2013,8,2,DRY,46,0,0,0,13.13,0.000043767,NA,NA,NA,NA
ER2, N,6,2013,8,2,DRY,47.17,0,0,0,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,0,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,2.5,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,3,0,0,116.1576355,72.15,0.0002405,0.01,0.02,NA,NA
ER2, N,6,2013,8,2,WET,4,0,0,116.1576355,81.22,0.000270733,0.01,0.03,NA,NA
ER2, N,6,2013,8,2,WET,5,0,0,116.1576355,81.22,0.000270733,0,0,NA,NA
ER2, N,6,2013,8,2,WET,6,0,0,116.1576355,85.41,0.0002847,0,0.01,0.098,0.032
ER2, N,6,2013,8,2,WET,8,0,0,116.1576355,85.41,0.0002847,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,9,0,0,116.1576355,85.41,0.0002847,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,10,0,0,180.1477833,85.41,0.0002847,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,10.87,0,0,180.1477833,85.41,0.0002847,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,12,0,0,180.1477833,138.01,0.000460033,0,0.03,NA,NA
ER2, N,6,2013,8,2,WET,13,0,0,180.1477833,138.01,0.000460033,0,0.01,NA,NA
ER2, N,6,2013,8,2,WET,14,0,0,180.1477833,138.01,0.000460033,NA,NA,0.105,0.038
ER2, N,6,2013,8,2,WET,16,0,0,180.1477833,138.01,0.000460033,0,0,NA,NA
ER2, N,6,2013,8,2,WET,18,0,0,234.679803,138.01,0.000460033,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,18.75,0,0,234.679803,138.01,0.000460033,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,20,0,0,234.679803,201.83,0.000672767,0,0.02,NA,NA
ER2, N,6,2013,8,2,WET,21,0,0,234.679803,201.83,0.000672767,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,22,0,0,234.679803,201.21,0.0006707,0,0,0.118,0.048
ER2, N,6,2013,8,2,WET,24,0,0,234.679803,201.21,0.0006707,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,25,0,0,284.679803,201.21,0.0006707,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,25.75,0,0,284.679803,201.21,0.0006707,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,27,0,0,284.679803,256.54,0.000855133,0,0.01,NA,NA
ER2, N,6,2013,8,2,WET,28,0,0,284.679803,256.54,0.000855133,0,0.03,NA,NA
ER2, N,6,2013,8,2,WET,29,0,0,284.679803,256.54,0.000855133,0,0.01,0.132,0.052
ER2, N,6,2013,8,2,WET,30,0,0,284.679803,256.54,0.000855133,0,0.05,NA,NA
ER2, N,6,2013,8,2,WET,32,0,0,331.0344828,256.54,0.000855133,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,32.75,0,0,331.0344828,256.54,0.000855133,0,0.07,NA,NA
ER2, N,6,2013,8,2,WET,34,0,0,331.0344828,273.7,0.000912333,0,0.07,NA,NA
ER2, N,6,2013,8,2,WET,35,0,0,331.0344828,273.7,0.000912333,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,36,0,0,331.0344828,273.7,0.000912333,0,0.04,0.15,0.058
ER2, N,6,2013,8,2,WET,37,0,0,331.0344828,273.7,0.000912333,0,0.01,NA,NA
ER2, N,6,2013,8,2,WET,39,0,0,0,273.7,0.000912333,0,0.02,NA,NA
ER2, N,6,2013,8,2,WET,39.5,0,0,0,262.44,0.0008748,0,0.02,NA,NA
ER2, N,6,2013,8,2,WET,40.5,0,0,0,42.12,0.0001404,0.01,0.02,NA,NA
ER2, N,6,2013,8,2,WET,41,0,0,0,17.34,0.0000578,NA,NA,NA,NA
ER2, N,6,2013,8,2,WET,42,0,0,0,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,DRY,7.75,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,DRY,9,73.66,1.227666667,0,10.25,0.000034167,0.26,0.09,NA,NA
ER2, N,7,2013,8,1,DRY,11,73.66,1.227666667,0,14.63,0.000048767,0.21,0.1,NA,NA
ER2, N,7,2013,8,1,DRY,13,73.66,1.227666667,0,18.08,0.000060267,0.19,0.11,NA,NA
ER2, N,7,2013,8,1,DRY,15,73.66,1.227666667,0,18.83,0.000062767,0.13,0.08,NA,NA
ER2, N,7,2013,8,1,DRY,25,73.66,1.227666667,0,22.78,0.000075933,0.13,0.1,NA,NA
ER2, N,7,2013,8,1,DRY,30,73.66,1.227666667,0,22.78,0.000075933,0.11,0.08,NA,NA
ER2, N,7,2013,8,1,DRY,35,73.66,1.227666667,0,22.78,0.000075933,0.1,0.08,NA,NA
ER2, N,7,2013,8,1,DRY,45,0,0,0,22.78,0.000075933,0.12,0.09,NA,NA
ER2, N,7,2013,8,1,DRY,45.5,0,0,0,17.34,0.0000578,0.09,0.05,NA,NA
ER2, N,7,2013,8,1,DRY,46,0,0,0,6.98,0.000023267,NA,NA,NA,NA
ER2, N,7,2013,8,1,DRY,46.3,0,0,0,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,0,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,2.08,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,3,0,0,116.1576355,60.8,0.000202667,0.01,0.02,NA,NA
ER2, N,7,2013,8,1,WET,4,0,0,116.1576355,82.26,0.0002742,0.01,0.03,NA,NA
ER2, N,7,2013,8,1,WET,5,0,0,116.1576355,88.18,0.000293933,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,6,0,0,116.1576355,88.18,0.000293933,0,0,NA,NA
ER2, N,7,2013,8,1,WET,7,0,0,116.1576355,88.18,0.000293933,0,0,0.108,0.033
ER2, N,7,2013,8,1,WET,9,0,0,116.1576355,96.72,0.0003224,0,0,NA,NA
ER2, N,7,2013,8,1,WET,11,0,0,180.1477833,96.72,0.0003224,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,11.9,0,0,180.1477833,96.72,0.0003224,0.01,0.05,NA,NA
ER2, N,7,2013,8,1,WET,13,0,0,180.1477833,144.36,0.0004812,0,0.01,NA,NA
ER2, N,7,2013,8,1,WET,14,0,0,180.1477833,144.36,0.0004812,0,0.03,NA,NA
ER2, N,7,2013,8,1,WET,15,0,0,180.1477833,144.36,0.0004812,0,0.02,0.118,0.041
ER2, N,7,2013,8,1,WET,17,0,0,180.1477833,144.36,0.0004812,0,0.01,NA,NA
ER2, N,7,2013,8,1,WET,18,0,0,234.679803,144.36,0.0004812,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,18.82,0,0,234.679803,144.36,0.0004812,0,0.01,NA,NA
ER2, N,7,2013,8,1,WET,20,0,0,234.679803,210.59,0.000701967,0.01,0.12,NA,NA
ER2, N,7,2013,8,1,WET,21,0,0,234.679803,210.59,0.000701967,0,0.01,NA,NA
ER2, N,7,2013,8,1,WET,22.17,0,0,234.679803,210.59,0.000701967,0,0.01,0.132,0.049
ER2, N,7,2013,8,1,WET,23,0,0,234.679803,210.59,0.000701967,0.01,0.12,NA,NA
ER2, N,7,2013,8,1,WET,25.8,0,0,284.679803,210.59,0.000701967,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,25.83,0,0,284.679803,210.59,0.000701967,0.01,0.08,NA,NA
ER2, N,7,2013,8,1,WET,27,0,0,284.679803,231.25,0.000770833,0,0.06,NA,NA
ER2, N,7,2013,8,1,WET,28,0,0,284.679803,231.25,0.000770833,0,0.03,NA,NA
ER2, N,7,2013,8,1,WET,29,0,0,284.679803,231.25,0.000770833,0,0.06,0.15,0.049
ER2, N,7,2013,8,1,WET,30,0,0,284.679803,231.25,0.000770833,0.01,0.08,NA,NA
ER2, N,7,2013,8,1,WET,32,0,0,331.0344828,231.25,0.000770833,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,32.78,0,0,331.0344828,231.25,0.000770833,0.02,0.17,NA,NA
ER2, N,7,2013,8,1,WET,32.17,0,0,331.0344828,250.37,0.000834567,0,NA,NA,NA
ER2, N,7,2013,8,1,WET,35,0,0,331.0344828,250.37,0.000834567,0.01,0.09,NA,NA
ER2, N,7,2013,8,1,WET,36.17,0,0,331.0344828,250.37,0.000834567,0.01,0.15,0.154,0.061
ER2, N,7,2013,8,1,WET,37,0,0,331.0344828,250.37,0.000834567,0.01,0.12,NA,NA
ER2, N,7,2013,8,1,WET,37.5,0,0,0,250.37,0.000834567,0,0.03,NA,NA
ER2, N,7,2013,8,1,WET,38.8,0,0,0,250.37,0.000834567,0,0.04,NA,NA
ER2, N,7,2013,8,1,WET,39,0,0,0,39.68,0.000132267,0.01,0.01,NA,NA
ER2, N,7,2013,8,1,WET,39.5,0,0,0,13.4,0.000044667,0.02,0.01,NA,NA
ER2, N,7,2013,8,1,WET,40,0,0,0,3.38,0.000011267,NA,NA,NA,NA
ER2, N,7,2013,8,1,WET,41.5,0,0,0,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,DRY,5.5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,DRY,8,73.66,1.227666667,0,16.01,0.000053367,0.15,0.08,NA,NA
ER2, N,8,2013,8,1,DRY,10,73.66,1.227666667,0,24.57,0.0000819,0.17,0.14,NA,NA
ER2, N,8,2013,8,1,DRY,12,73.66,1.227666667,0,24.57,0.0000819,0.16,0.13,NA,NA
ER2, N,8,2013,8,1,DRY,15,73.66,1.227666667,0,26.93,0.000089767,0.15,0.14,NA,NA
ER2, N,8,2013,8,1,DRY,25,73.66,1.227666667,0,28.08,0.0000936,0.13,0.12,NA,NA
ER2, N,8,2013,8,1,DRY,36,73.66,1.227666667,0,28.47,0.0000949,0.11,0.11,NA,NA
ER2, N,8,2013,8,1,DRY,45,0,0,0,28.47,0.0000949,0.08,0.08,NA,NA
ER2, N,8,2013,8,1,DRY,45.5,0,0,0,19.7,0.000065667,0.03,0.02,NA,NA
ER2, N,8,2013,8,1,DRY,46,0,0,0,10.08,0.0000336,NA,NA,NA,NA
ER2, N,8,2013,8,1,DRY,46.5,0,0,0,4.74,0.0000158,NA,NA,NA,NA
ER2, N,8,2013,8,1,DRY,46.83,0,0,0,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,0,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,2.33,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,3,0,0,116.1576355,60.26,0.000200867,0.06,0.14,NA,NA
ER2, N,8,2013,8,1,WET,4,0,0,116.1576355,77.54,0.000258467,0.02,0.05,NA,NA
ER2, N,8,2013,8,1,WET,6,0,0,116.1576355,89.04,0.0002968,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,7,0,0,116.1576355,89.04,0.0002968,0,0,NA,NA
ER2, N,8,2013,8,1,WET,8,0,0,116.1576355,89.04,0.0002968,0,0,0.142,0.036
ER2, N,8,2013,8,1,WET,10,0,0,116.1576355,89.04,0.0002968,0,0,NA,NA
ER2, N,8,2013,8,1,WET,12,0,0,180.1477833,89.04,0.0002968,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,12.92,0,0,180.1477833,89.04,0.0002968,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,14,0,0,180.1477833,151.65,0.0005055,0,0.01,NA,NA
ER2, N,8,2013,8,1,WET,15,0,0,180.1477833,151.65,0.0005055,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,16,0,0,180.1477833,151.65,0.0005055,NA,NA,0.152,0.041
ER2, N,8,2013,8,1,WET,18,0,0,180.1477833,151.65,0.0005055,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,20,0,0,234.679803,151.65,0.0005055,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,20.88,0,0,234.679803,151.65,0.0005055,0,0.02,NA,NA
ER2, N,8,2013,8,1,WET,22,0,0,234.679803,201.21,0.0006707,0,0.03,NA,NA
ER2, N,8,2013,8,1,WET,23,0,0,234.679803,201.21,0.0006707,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,24,0,0,234.679803,201.21,0.0006707,0,0,0.16,0.049
ER2, N,8,2013,8,1,WET,25,0,0,234.679803,201.21,0.0006707,0.02,0.14,NA,NA
ER2, N,8,2013,8,1,WET,27,0,0,284.679803,201.21,0.0006707,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,27.77,0,0,284.679803,201.21,0.0006707,0,0.02,NA,NA
ER2, N,8,2013,8,1,WET,29,0,0,284.679803,235.55,0.000785167,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,30,0,0,284.679803,235.55,0.000785167,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,31,0,0,284.679803,235.55,0.000785167,0,0.06,0.164,0.054
ER2, N,8,2013,8,1,WET,32,0,0,284.679803,235.55,0.000785167,0.01,0.11,NA,NA
ER2, N,8,2013,8,1,WET,34,0,0,331.0344828,235.55,0.000785167,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,34.78,0,0,331.0344828,235.55,0.000785167,0,0.02,NA,NA
ER2, N,8,2013,8,1,WET,36,0,0,331.0344828,265.58,0.000885267,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,37,0,0,331.0344828,265.58,0.000885267,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,38,0,0,331.0344828,265.58,0.000885267,NA,NA,0.174,0.059
ER2, N,8,2013,8,1,WET,39,0,0,331.0344828,265.58,0.000885267,0,0.03,NA,NA
ER2, N,8,2013,8,1,WET,41,0,0,0,265.58,0.000885267,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,41.5,0,0,0,249,0.00083,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,42.5,0,0,0,49,0.000163333,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,43,0,0,0,18.83,0.000062767,0,0,NA,NA
ER2, N,8,2013,8,1,WET,43.5,0,0,0,5.46,0.0000182,NA,NA,NA,NA
ER2, N,8,2013,8,1,WET,44.25,0,0,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,DRY,3.75,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,DRY,5,73.66,1.227666667,0,3.58,0.000011933,1.61,0.19,NA,NA
ER3, N,1,2013,7,10,DRY,7,73.66,1.227666667,0,11.87,0.000039567,1.03,0.41,NA,NA
ER3, N,1,2013,7,10,DRY,9,73.66,1.227666667,0,11.87,0.000039567,0.7,0.28,NA,NA
ER3, N,1,2013,7,10,DRY,12,73.66,1.227666667,0,16.72,0.000055733,NA,NA,NA,NA
ER3, N,1,2013,7,10,DRY,15,73.66,1.227666667,0,17.87,0.000059567,0.63,0.38,NA,NA
ER3, N,1,2013,7,10,DRY,20,73.66,1.227666667,0,20.93,0.000069767,0.5,0.35,NA,NA
ER3, N,1,2013,7,10,DRY,25,73.66,1.227666667,0,20.93,0.000069767,0.48,0.34,NA,NA
ER3, N,1,2013,7,10,DRY,35,73.66,1.227666667,0,20.93,0.000069767,0.42,0.3,NA,NA
ER3, N,1,2013,7,10,DRY,45,0,0,0,20.93,0.000069767,0.3,0.21,NA,NA
ER3, N,1,2013,7,10,DRY,45.75,0,0,0,9.92,0.000033067,0.35,0.11,NA,NA
ER3, N,1,2013,7,10,DRY,46.5,0,0,0,2.71,0.000009033,NA,NA,NA,NA
ER3, N,1,2013,7,10,DRY,46.83,0,0,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,3,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,5,73.66,1.227666667,0,13.96,0.000046533,0.3,0.14,NA,NA
ER3, N,1,2013,7,10,WET,7,73.66,1.227666667,0,23.61,0.0000787,0.3,0.23,NA,NA
ER3, N,1,2013,7,10,WET,9,73.66,1.227666667,0,33.45,0.0001115,0.32,0.36,NA,NA
ER3, N,1,2013,7,10,WET,11,73.66,1.227666667,0,34.43,0.000114767,0.31,0.36,NA,NA
ER3, N,1,2013,7,10,WET,13,73.66,1.227666667,0,34.43,0.000114767,0.26,0.31,0.053,0.013
ER3, N,1,2013,7,10,WET,16,73.66,1.227666667,0,34.43,0.000114767,0.22,0.25,NA,NA
ER3, N,1,2013,7,10,WET,22,93.72,1.562,0,34.43,0.000114767,0.31,0.36,NA,NA
ER3, N,1,2013,7,10,WET,24,93.72,1.562,0,55.11,0.0001837,0.39,0.72,NA,NA
ER3, N,1,2013,7,10,WET,26,93.72,1.562,0,63.19,0.000210633,0.58,1.25,NA,NA
ER3, N,1,2013,7,10,WET,28,93.72,1.562,0,65.24,0.000217467,0.3,0.66,NA,NA
ER3, N,1,2013,7,10,WET,30,93.72,1.562,0,65.24,0.000217467,0.32,0.71,0.062,0.015
ER3, N,1,2013,7,10,WET,32,93.72,1.562,0,65.24,0.000217467,0.34,0.75,NA,NA
ER3, N,1,2013,7,10,WET,37,118.61,1.976833333,0,65.24,0.000217467,0.36,0.81,NA,NA
ER3, N,1,2013,7,10,WET,39,118.61,1.976833333,0,81.22,0.000270733,0.52,1.44,NA,NA
ER3, N,1,2013,7,10,WET,41,118.61,1.976833333,0,81.22,0.000270733,0.36,0.99,NA,NA
ER3, N,1,2013,7,10,WET,43,118.61,1.976833333,0,81.22,0.000270733,0.29,0.81,0.062,0.021
ER3, N,1,2013,7,10,WET,45,118.61,1.976833333,0,82.26,0.0002742,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,49,153.41,2.556833333,0,82.26,0.0002742,0.29,0.81,NA,NA
ER3, N,1,2013,7,10,WET,51,153.41,2.556833333,0,105.85,0.000352833,0.32,1.16,NA,NA
ER3, N,1,2013,7,10,WET,53,153.41,2.556833333,0,113.17,0.000377233,0.33,1.27,NA,NA
ER3, N,1,2013,7,10,WET,55,153.41,2.556833333,0,115.58,0.000385267,0.46,1.8,NA,NA
ER3, N,1,2013,7,10,WET,56,153.41,2.556833333,0,115.58,0.000385267,0.36,1.42,0.075,0.027
ER3, N,1,2013,7,10,WET,58,153.41,2.556833333,0,115.58,0.000385267,0.33,1.32,NA,NA
ER3, N,1,2013,7,10,WET,60,167.38,2.789666667,0,115.58,0.000385267,0.29,1.13,NA,NA
ER3, N,1,2013,7,10,WET,62,167.38,2.789666667,0,126.7,0.000422333,0.31,1.36,NA,NA
ER3, N,1,2013,7,10,WET,64,167.38,2.789666667,0,137.75,0.000459167,0.29,1.36,NA,NA
ER3, N,1,2013,7,10,WET,66,167.38,2.789666667,0,137.75,0.000459167,0.3,1.4,NA,NA
ER3, N,1,2013,7,10,WET,68,167.38,2.789666667,0,137.75,0.000459167,0.24,1.14,0.081,0.029
ER3, N,1,2013,7,10,WET,70,167.38,2.789666667,0,137.75,0.000459167,0.2,0.97,NA,NA
ER3, N,1,2013,7,10,WET,72,0,0,0,137.49,0.0004583,0.25,1.17,NA,NA
ER3, N,1,2013,7,10,WET,73,0,0,0,49.16,0.000163867,0.05,0.08,NA,NA
ER3, N,1,2013,7,10,WET,73.5,0,0,0,26.8,0.000089333,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,74,0,0,0,14.44,0.000048133,NA,NA,NA,NA
ER3, N,1,2013,7,10,WET,74.5,0,0,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,DRY,9.5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,DRY,14,73.66,1.227666667,0,2.66,0.000008867,0.55,0.04,NA,NA
ER3, N,2,2013,7,10,DRY,17,73.66,1.227666667,0,3.28,0.000010933,0.87,0.09,NA,NA
ER3, N,2,2013,7,10,DRY,20,73.66,1.227666667,0,4.39,0.000014633,0.36,0.05,NA,NA
ER3, N,2,2013,7,10,DRY,25,73.66,1.227666667,0,4.39,0.000014633,0.33,0.04,NA,NA
ER3, N,2,2013,7,10,DRY,30,73.66,1.227666667,0,4.39,0.000014633,0.21,0.03,NA,NA
ER3, N,2,2013,7,10,DRY,35,73.66,1.227666667,0,5.09,0.000016967,0.22,0.03,NA,NA
ER3, N,2,2013,7,10,DRY,40,73.66,1.227666667,0,5.09,0.000016967,0.21,0.03,NA,NA
ER3, N,2,2013,7,10,DRY,45,0,0,0,5.09,0.000016967,0.17,0.02,NA,NA
ER3, N,2,2013,7,10,DRY,45.5,0,0,0,2.06,0.000006867,NA,NA,NA,NA
ER3, N,2,2013,7,10,DRY,45.67,0,0,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,4.5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,5,73.66,1.227666667,0,6.77,0.000022567,0.44,0.1,NA,NA
ER3, N,2,2013,7,10,WET,7,73.66,1.227666667,0,14.54,0.000048467,0.29,0.14,NA,NA
ER3, N,2,2013,7,10,WET,9,73.66,1.227666667,0,20.7,0.000069,0.2,0.14,NA,NA
ER3, N,2,2013,7,10,WET,11,73.66,1.227666667,0,20.7,0.000069,0.24,0.16,NA,NA
ER3, N,2,2013,7,10,WET,13,73.66,1.227666667,0,20.7,0.000069,0.16,0.11,0.032,0.01
ER3, N,2,2013,7,10,WET,16,73.66,1.227666667,0,19.48,0.000064933,0.16,0.1,NA,NA
ER3, N,2,2013,7,10,WET,22,93.72,1.562,0,23.49,0.0000783,0.17,0.14,NA,NA
ER3, N,2,2013,7,10,WET,24,93.72,1.562,0,40.89,0.0001363,0.2,0.28,NA,NA
ER3, N,2,2013,7,10,WET,26,93.72,1.562,0,50.33,0.000167767,0.29,0.49,NA,NA
ER3, N,2,2013,7,10,WET,28,93.72,1.562,0,50.33,0.000167767,0.11,0.19,NA,NA
ER3, N,2,2013,7,10,WET,30,93.72,1.562,0,50.33,0.000167767,0.07,0.13,0.053,0.013
ER3, N,2,2013,7,10,WET,33,93.72,1.562,0,50.33,0.000167767,0.18,0.31,NA,NA
ER3, N,2,2013,7,10,WET,39,118.61,1.976833333,0,50.33,0.000167767,0.18,0.31,NA,NA
ER3, N,2,2013,7,10,WET,41,118.61,1.976833333,0,54.41,0.000181367,0.18,0.33,NA,NA
ER3, N,2,2013,7,10,WET,41.5,0,0,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,52,118.61,1.976833333,0,0,0,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,55,118.61,1.976833333,0,36.43,0.000121433,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,57,118.61,1.976833333,0,63,0.00021,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,59,118.61,1.976833333,0,63.74,0.000212467,0.4,0.87,NA,NA
ER3, N,2,2013,7,10,WET,61,118.61,1.976833333,0,66.94,0.000223133,0.52,1.18,NA,NA
ER3, N,2,2013,7,10,WET,63,118.61,1.976833333,0,66.94,0.000223133,0.3,0.68,NA,NA
ER3, N,2,2013,7,10,WET,65,118.61,1.976833333,0,66.94,0.000223133,0.1,0.23,0.082,0.018
ER3, N,2,2013,7,10,WET,67,118.61,1.976833333,0,66.94,0.000223133,0.1,0.24,NA,NA
ER3, N,2,2013,7,10,WET,72,153.41,2.556833333,0,66.94,0.000223133,0.26,0.59,NA,NA
ER3, N,2,2013,7,10,WET,74,153.41,2.556833333,0,92.73,0.0003091,0.34,1.09,NA,NA
ER3, N,2,2013,7,10,WET,76,153.41,2.556833333,0,97.39,0.000324633,0.25,0.84,NA,NA
ER3, N,2,2013,7,10,WET,78,153.41,2.556833333,0,98.29,0.000327633,0.36,1.22,0.074,0.023
ER3, N,2,2013,7,10,WET,80,153.41,2.556833333,0,104.22,0.0003474,0.24,0.87,NA,NA
ER3, N,2,2013,7,10,WET,84,167.38,2.789666667,0,99.87,0.0003329,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,86,167.38,2.789666667,0,117.28,0.000390933,0.03,0.15,NA,NA
ER3, N,2,2013,7,10,WET,88,167.38,2.789666667,0,117.28,0.000390933,0.03,0.14,NA,NA
ER3, N,2,2013,7,10,WET,90,167.38,2.789666667,0,117.28,0.000390933,NA,NA,0.073,0.024
ER3, N,2,2013,7,10,WET,92,167.38,2.789666667,0,117.28,0.000390933,0.17,0.68,NA,NA
ER3, N,2,2013,7,10,WET,95,0,0,0,117.28,0.000390933,0.21,0.86,NA,NA
ER3, N,2,2013,7,10,WET,96,0,0,0,49.66,0.000165533,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,96.5,0,0,0,30.04,0.000100133,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,97,0,0,0,14.15,0.000047167,NA,NA,NA,NA
ER3, N,2,2013,7,10,WET,97.83,0,0,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,DRY,15,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,DRY,17,73.66,1.227666667,0,1.71,0.0000057,NA,NA,NA,NA
ER3, N,3,2013,7,9,DRY,25,73.66,1.227666667,0,2.8,0.000009333,NA,NA,NA,NA
ER3, N,3,2013,7,9,DRY,31,73.66,1.227666667,0,2.06,0.000006867,0.51,0.03,NA,NA
ER3, N,3,2013,7,9,DRY,36,73.66,1.227666667,0,3.13,0.000010433,0.48,0.05,NA,NA
ER3, N,3,2013,7,9,DRY,40,73.66,1.227666667,0,4.8,0.000016,0.61,0.1,NA,NA
ER3, N,3,2013,7,9,DRY,45,0,0,0,4.8,0.000016,0.77,0.12,NA,NA
ER3, N,3,2013,7,9,DRY,45.77,0,0,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,WET,4.5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER3, N,3,2013,7,9,WET,6,73.66,1.227666667,0,6.64,0.000022133,1.83,0.41,NA,NA
ER3, N,3,2013,7,9,WET,8,73.66,1.227666667,0,12.22,0.000040733,0.71,0.29,NA,NA
ER3, N,3,2013,7,9,WET,10,73.66,1.227666667,0,15.51,0.0000517,0.66,0.34,NA,NA
ER3, N,3,2013,7,9,WET,12,73.66,1.227666667,0,18.72,0.0000624,0.5,0.31,NA,NA
ER3, N,3,2013,7,9,WET,14,73.66,1.227666667,0,18.72,0.0000624,0.6,0.38,0.056,0.012
ER3, N,3,2013,7,9,WET,17,73.66,1.227666667,0,20.7,0.000069,0.62,0.43,NA,NA
ER3, N,3,2013,7,9,WET,22,93.72,1.562,0,20.7,0.000069,0.46,0.32,NA,NA
