Site ID,Condition,Plot number,Year,Month,Day,Run,Time,Precipitation (mm/hr),Precipitation (mm/min),Run-on,Runoff (mm/hr),Runoff (CMS),Sediment concentration,Sediment discharge,Velocity max,Velocity mean
K2, N,4,2008,6,25,WET,23,107.18,1.786333333,0,90.58,0.000301933,0.4,1.22,NA,NA
K2, N,4,2008,6,25,WET,24,107.18,1.786333333,0,90.58,0.000301933,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,25.5,107.18,1.786333333,0,90.58,0.000301933,0.34,1.05,0.068,0.026
K2, N,4,2008,6,25,WET,27,107.18,1.786333333,0,90.58,0.000301933,0.29,0.89,NA,NA
K2, N,4,2008,6,25,WET,28,107.18,1.786333333,0,90.58,0.000301933,0.29,0.89,NA,NA
K2, N,4,2008,6,25,WET,29.25,107.18,1.786333333,0,90.58,0.000301933,0.29,0.91,NA,NA
K2, N,4,2008,6,25,WET,32,107.18,1.786333333,0,90.58,0.000301933,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,32.5,131.06,2.184333333,0,90.58,0.000301933,0.29,0.91,NA,NA
K2, N,4,2008,6,25,WET,33,131.06,2.184333333,0,96.9,0.000323,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,33.5,131.06,2.184333333,0,101.81,0.000339367,0.25,0.89,NA,NA
K2, N,4,2008,6,25,WET,34,131.06,2.184333333,0,111.47,0.000371567,0.33,1.26,NA,NA
K2, N,4,2008,6,25,WET,35,131.06,2.184333333,0,113.04,0.0003768,0.31,1.2,NA,NA
K2, N,4,2008,6,25,WET,36,131.06,2.184333333,0,113.04,0.0003768,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,37.75,131.06,2.184333333,0,113.04,0.0003768,0.23,0.9,0.089,0.03
K2, N,4,2008,6,25,WET,39.09,131.06,2.184333333,0,113.04,0.0003768,0.2,0.78,NA,NA
K2, N,4,2008,6,25,WET,40,131.06,2.184333333,0,113.04,0.0003768,0.19,0.75,NA,NA
K2, N,4,2008,6,25,WET,41,131.06,2.184333333,0,113.04,0.0003768,0.25,0.98,NA,NA
K2, N,4,2008,6,25,WET,44,131.06,2.184333333,0,113.04,0.0003768,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,45,148.59,2.4765,0,130.53,0.0004351,0.2,0.92,NA,NA
K2, N,4,2008,6,25,WET,46,148.59,2.4765,0,143.23,0.000477433,0.23,1.13,NA,NA
K2, N,4,2008,6,25,WET,47,148.59,2.4765,0,143.23,0.000477433,0.24,1.19,NA,NA
K2, N,4,2008,6,25,WET,48,148.59,2.4765,0,143.23,0.000477433,0.22,1.11,NA,NA
K2, N,4,2008,6,25,WET,49.5,148.59,2.4765,0,143.23,0.000477433,0.21,1.03,0.092,0.036
K2, N,4,2008,6,25,WET,51,148.59,2.4765,0,143.23,0.000477433,0.21,1.06,NA,NA
K2, N,4,2008,6,25,WET,52,175,2.916666667,0,143.23,0.000477433,0.2,0.98,NA,NA
K2, N,4,2008,6,25,WET,53,175,2.916666667,0,145.99,0.000486633,0.28,1.39,NA,NA
K2, N,4,2008,6,25,WET,55.5,175,2.916666667,0,150.25,0.000500833,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,56,175,2.916666667,0,150.25,0.000500833,0.32,1.62,NA,NA
K2, N,4,2008,6,25,WET,57,175,2.916666667,0,150.25,0.000500833,0.24,1.23,NA,NA
K2, N,4,2008,6,25,WET,58,175,2.916666667,0,150.25,0.000500833,0.2,1.03,NA,NA
K2, N,4,2008,6,25,WET,59,175,2.916666667,0,150.25,0.000500833,0.19,0.98,NA,NA
K2, N,4,2008,6,25,WET,60.5,175,2.916666667,0,150.25,0.000500833,0.19,1.01,0.105,0.038
K2, N,4,2008,6,25,WET,62,175,2.916666667,0,150.25,0.000500833,0.21,1.11,NA,NA
K2, N,4,2008,6,25,WET,63,175,2.916666667,0,150.25,0.000500833,0.17,0.87,NA,NA
K2, N,4,2008,6,25,WET,64,175,2.916666667,0,150.25,0.000500833,0.27,1.38,NA,NA
K2, N,4,2008,6,25,WET,65,175,2.916666667,0,150.25,0.000500833,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,66,0,0,0,150.25,0.000500833,0.18,0.93,NA,NA
K2, N,4,2008,6,25,WET,66.25,0,0,0,134.66,0.000448867,0.22,1.02,NA,NA
K2, N,4,2008,6,25,WET,66.6,0,0,0,100.86,0.0003362,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,66.75,0,0,0,74.32,0.000247733,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,67,0,0,0,67.99,0.000226633,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,67.25,0,0,0,44.48,0.000148267,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,67.5,0,0,0,32.29,0.000107633,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,67.75,0,0,0,19.48,0.000064933,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,68,0,0,0,11.72,0.000039067,NA,NA,NA,NA
K2, N,4,2008,6,25,WET,69,0,0,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,0,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,8,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,9,61.46,1.024333333,0,13.47,0.0000449,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,10,61.46,1.024333333,0,15.41,0.000051367,0.55,0.28,NA,NA
LH2, N,1,2008,7,22,DRY,15,61.46,1.024333333,0,15.41,0.000051367,0.38,0.2,NA,NA
LH2, N,1,2008,7,22,DRY,20,61.46,1.024333333,0,17.33,0.000057767,0.34,0.19,NA,NA
LH2, N,1,2008,7,22,DRY,25,61.46,1.024333333,0,17.33,0.000057767,0.3,0.18,NA,NA
LH2, N,1,2008,7,22,DRY,30,61.46,1.024333333,0,20.92,0.000069733,0.16,0.11,NA,NA
LH2, N,1,2008,7,22,DRY,30.25,61.46,1.024333333,0,10.51,0.000035033,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,32.45,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,DRY,,0,0,0,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,0,0,0,rate1,0,0,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,1.75,0,0,rate1,80.35,0.000267833,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,4.5,0,0,rate1,80.35,0.000267833,NA,NA,0.157,0.041
LH2, N,1,2008,7,22,WET,5.5,0,0,rate1,80.35,0.000267833,0.02,0.05,NA,NA
LH2, N,1,2008,7,22,WET,6.5,0,0,rate1,80.35,0.000267833,0,0.02,NA,NA
LH2, N,1,2008,7,22,WET,8.5,0,0,rate1,80.35,0.000267833,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,9,0,0,rate1,80.35,0.000267833,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,15,0,0,rate2,176.59,0.000588633,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,17,0,0,rate2,176.59,0.000588633,0.02,0.13,0.341,0.044
LH2, N,1,2008,7,22,WET,18,0,0,rate2,176.59,0.000588633,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,21,0,0,rate2,176.59,0.000588633,0,0.05,NA,NA
LH2, N,1,2008,7,22,WET,21.5,0,0,rate2,176.59,0.000588633,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,22,0,0,rate3,176.59,0.000588633,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,25,0,0,rate3,282.27,0.0009409,0.04,0.38,0.308,0.062
LH2, N,1,2008,7,22,WET,26,0,0,rate3,282.27,0.0009409,0.02,0.24,NA,NA
LH2, N,1,2008,7,22,WET,29,0,0,rate3,282.27,0.0009409,0.06,0.63,NA,NA
LH2, N,1,2008,7,22,WET,29.5,0,0,rate4,371.16,0.0012372,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,31.5,0,0,rate4,371.16,0.0012372,0.03,0.48,0.32,0.055
LH2, N,1,2008,7,22,WET,32.25,0,0,rate4,371.16,0.0012372,0.03,0.44,NA,NA
LH2, N,1,2008,7,22,WET,34.5,0,0,rate4,371.16,0.0012372,0.01,0.17,NA,NA
LH2, N,1,2008,7,22,WET,35,0,0,rate5,429.76,0.001432533,NA,NA,NA,NA
LH2, N,1,2008,7,22,WET,38,0,0,rate5,429.76,0.001432533,0.04,0.71,0.332,0.07
LH2, N,1,2008,7,22,WET,38.5,0,0,rate5,429.76,0.001432533,0.05,0.78,NA,NA
LH2, N,1,2008,7,22,WET,39,0,0,rate5,429.76,0.001432533,0.04,0.68,NA,NA
LH2, N,1,2008,7,22,WET,41,0,0,rate5,429.76,0.001432533,0.04,0.68,NA,NA
LH2, N,2,2008,7,23,WET,0,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,2,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,3,61.46,1.024333333,0,7.81,0.000026033,1.01,0.26,NA,NA
LH2, N,2,2008,7,23,WET,4,61.46,1.024333333,0,16.79,0.000055967,0.36,0.2,NA,NA
LH2, N,2,2008,7,23,WET,5,61.46,1.024333333,0,31.54,0.000105133,0.37,0.39,NA,NA
LH2, N,2,2008,7,23,WET,6.5,61.46,1.024333333,0,41.35,0.000137833,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,8,61.46,1.024333333,0,41.35,0.000137833,0.29,0.41,NA,NA
LH2, N,2,2008,7,23,WET,8.5,61.46,1.024333333,0,41.35,0.000137833,0.43,0.6,0.072,0.023
LH2, N,2,2008,7,23,WET,10,61.46,1.024333333,0,41.35,0.000137833,0.21,0.29,NA,NA
LH2, N,2,2008,7,23,WET,14,61.46,1.024333333,0,41.35,0.000137833,0.24,0.33,NA,NA
LH2, N,2,2008,7,23,WET,15,107.18,1.786333333,0,41.35,0.000137833,0.23,0.32,NA,NA
LH2, N,2,2008,7,23,WET,16,107.18,1.786333333,0,66.61,0.000222033,0.32,0.72,NA,NA
LH2, N,2,2008,7,23,WET,17,107.18,1.786333333,0,82.76,0.000275867,0.22,0.62,NA,NA
LH2, N,2,2008,7,23,WET,18,107.18,1.786333333,0,87.83,0.000292767,0.29,0.87,NA,NA
LH2, N,2,2008,7,23,WET,19,107.18,1.786333333,0,87.83,0.000292767,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,19.5,107.18,1.786333333,0,87.83,0.000292767,0.23,0.71,0.091,0.034
LH2, N,2,2008,7,23,WET,21,107.18,1.786333333,0,87.83,0.000292767,0.22,0.67,NA,NA
LH2, N,2,2008,7,23,WET,23.3,107.18,1.786333333,0,87.83,0.000292767,0.17,0.51,NA,NA
LH2, N,2,2008,7,23,WET,24,131.06,2.184333333,0,87.83,0.000292767,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,25,131.06,2.184333333,0,105.07,0.000350233,0.14,0.53,NA,NA
LH2, N,2,2008,7,23,WET,26,131.06,2.184333333,0,111.8,0.000372667,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,27,131.06,2.184333333,0,111.8,0.000372667,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,28,131.06,2.184333333,0,111.8,0.000372667,0.16,0.61,0.112,0.035
LH2, N,2,2008,7,23,WET,29.5,131.06,2.184333333,0,111.8,0.000372667,0.21,0.8,NA,NA
LH2, N,2,2008,7,23,WET,32.5,131.06,2.184333333,0,111.8,0.000372667,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,33,148.59,2.4765,0,111.8,0.000372667,0.11,0.42,NA,NA
LH2, N,2,2008,7,23,WET,34,148.59,2.4765,0,133.94,0.000446467,0.24,1.12,NA,NA
LH2, N,2,2008,7,23,WET,35,148.59,2.4765,0,143.04,0.0004768,0.2,0.98,NA,NA
LH2, N,2,2008,7,23,WET,36,148.59,2.4765,0,147.55,0.000491833,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,37,148.59,2.4765,0,147.55,0.000491833,0.2,1.04,NA,NA
LH2, N,2,2008,7,23,WET,37.5,148.59,2.4765,0,147.55,0.000491833,0.19,0.94,0.116,0.038
LH2, N,2,2008,7,23,WET,39,148.59,2.4765,0,147.55,0.000491833,0.16,0.82,NA,NA
LH2, N,2,2008,7,23,WET,41.5,148.59,2.4765,0,147.55,0.000491833,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,42,175,2.916666667,0,147.55,0.000491833,0.14,0.7,NA,NA
LH2, N,2,2008,7,23,WET,43,175,2.916666667,0,149.6,0.000498667,0.2,1.04,NA,NA
LH2, N,2,2008,7,23,WET,44,175,2.916666667,0,164.66,0.000548867,0.24,1.34,NA,NA
LH2, N,2,2008,7,23,WET,45,175,2.916666667,0,169.16,0.000563867,0.19,1.09,NA,NA
LH2, N,2,2008,7,23,WET,46,175,2.916666667,0,169.16,0.000563867,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,46.5,175,2.916666667,0,169.16,0.000563867,0.16,0.92,0.115,0.047
LH2, N,2,2008,7,23,WET,48,175,2.916666667,0,169.16,0.000563867,0.19,1.14,NA,NA
LH2, N,2,2008,7,23,WET,50.25,175,2.916666667,0,169.16,0.000563867,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,50.5,0,0,0,169.16,0.000563867,0.1,0.59,NA,NA
LH2, N,2,2008,7,23,WET,51,0,0,0,115.95,0.0003865,0.06,0.26,NA,NA
LH2, N,2,2008,7,23,WET,51.5,0,0,0,47.35,0.000157833,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,52,0,0,0,20.58,0.0000686,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,52.5,0,0,0,9.25,0.000030833,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET,54.15,0,0,0,0,0,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,0,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,1.75,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,3,61.46,1.024333333,0,15.62,0.000052067,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,4.5,61.46,1.024333333,0,35.36,0.000117867,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,5,61.46,1.024333333,0,41.5,0.000138333,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,6,61.46,1.024333333,0,51.72,0.0001724,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,7.45,61.46,1.024333333,rate1,51.72,0.0001724,NA,NA,NA,NA
LH2, N,2,2008,7,23,WET2,8,61.46,1.024333333,rate1,51.72,0.0001724,0.11,0.2,NA,NA
LH2, N,2,2008,7,23,WET2,9,61.46,1.024333333,rate1,213.77,0.000712567,0.11,0.82,NA,NA
LH2, N,2,2008,7,23,WET2,11,61.46,1.024333333,rate1,214.03,0.000713433,0.07,0.52,NA,NA
LH2, N,2,2008,7,23,WET2,11.5,61.46,1.024333333,rate1,214.03,0.000713433,0.06,0.46,0.172,0.071
LH2, N,2,2008,7,23,WET2,12.75,61.46,1.024333333,rate1,214.03,0.000713433,0.08,0.58,NA,NA
LH2, N,2,2008,7,23,WET2,14,61.46,1.024333333,rate1,214.03,0.000713433,0.07,0.53,NA,NA
LH2, N,2,2008,7,23,WET2,14.5,107.18,1.786333333,rate1,214.03,0.000713433,0.07,0.5,NA,NA
LH2, N,2,2008,7,23,WET2,15,107.18,1.786333333,rate1,240.6,0.000802,0.07,0.56,NA,NA
LH2, N,2,2008,7,23,WET2,16,107.18,1.786333333,rate1,272.97,0.0009099,0.06,0.55,NA,NA
LH2, N,2,2008,7,23,WET2,17.5,107.18,1.786333333,rate1,272.97,0.0009099,0.06,0.57,0.178,0.087
LH2, N,2,2008,7,23,WET2,18.25,107.18,1.786333333,rate1,272.97,0.0009099,0.05,0.54,NA,NA
LH2, N,2,2008,7,23,WET2,19,107.18,1.786333333,rate1,272.97,0.0009099,0.04,0.44,NA,NA
LH2, N,2,2008,7,23,WET2,20,107.18,1.786333333,rate1,272.97,0.0009099,0.05,0.46,NA,NA
LH2, N,2,2008,7,23,WET2,20.5,175,2.916666667,rate1,272.97,0.0009099,0.05,0.51,NA,NA
LH2, N,2,2008,7,23,WET2,21.5,175,2.916666667,rate1,322.61,0.001075367,0.07,0.76,NA,NA
LH2, N,2,2008,7,23,WET2,22.5,175,2.916666667,rate1,351.53,0.001171767,0.08,0.95,NA,NA
LH2, N,2,2008,7,23,WET2,23.5,175,2.916666667,rate1,351.53,0.001171767,0.08,1.05,0.209,0.077
LH2, N,2,2008,7,23,WET2,25,175,2.916666667,rate1,351.53,0.001171767,0.07,0.93,NA,NA
LH2, N,2,2008,7,23,WET2,25.5,175,2.916666667,rate1,351.53,0.001171767,0.08,0.96,NA,NA
LH2, N,2,2008,7,23,WET2,26,61.46,1.024333333,rate1,351.53,0.001171767,0.08,0.95,NA,NA
LH2, N,2,2008,7,23,WET2,31.5,61.46,1.024333333,rate2,351.53,0.001171767,0.08,0.95,NA,NA
LH2, N,2,2008,7,23,WET2,34,61.46,1.024333333,rate2,320.24,0.001067467,0.07,0.75,NA,NA
LH2, N,2,2008,7,23,WET2,35,61.46,1.024333333,rate2,321.72,0.0010724,0.06,0.65,NA,NA
LH2, N,2,2008,7,23,WET2,36,61.46,1.024333333,rate2,332.15,0.001107167,0.05,0.56,NA,NA
LH2, N,2,2008,7,23,WET2,36.5,61.46,1.024333333,rate2,332.15,0.001107167,0.03,0.4,0.195,0.095
LH2, N,2,2008,7,23,WET2,37.25,61.46,1.024333333,rate2,332.15,0.001107167,0.02,0.28,NA,NA
LH2, N,2,2008,7,23,WET2,38,61.46,1.024333333,rate2,332.15,0.001107167,0.03,0.36,NA,NA
LH2, N,2,2008,7,23,WET2,39,61.46,1.024333333,rate2,332.15,0.001107167,0.03,0.33,NA,NA
LH2, N,2,2008,7,23,WET2,39.5,131.06,2.184333333,rate2,332.15,0.001107167,0.01,0.21,NA,NA
LH2, N,2,2008,7,23,WET2,41,131.06,2.184333333,rate2,369.41,0.001231367,0.02,0.24,NA,NA
LH2, N,2,2008,7,23,WET2,42,131.06,2.184333333,rate2,379.09,0.001263633,0.03,0.38,NA,NA
LH2, N,2,2008,7,23,WET2,43,131.06,2.184333333,rate2,379.09,0.001263633,0.03,0.51,0.208,0.092
LH2, N,2,2008,7,23,WET2,43.75,131.06,2.184333333,rate2,379.09,0.001263633,0.05,0.73,NA,NA
LH2, N,2,2008,7,23,WET2,44.3,131.06,2.184333333,rate2,379.09,0.001263633,0.05,0.66,NA,NA
LH2, N,2,2008,7,23,WET2,45.25,131.06,2.184333333,rate2,379.09,0.001263633,0.05,0.64,NA,NA
LH2, N,2,2008,7,23,WET2,45.5,175,2.916666667,rate2,379.09,0.001263633,0.04,0.6,NA,NA
LH2, N,2,2008,7,23,WET2,47,175,2.916666667,rate2,418.35,0.0013945,0.05,0.7,NA,NA
LH2, N,2,2008,7,23,WET2,47.5,175,2.916666667,rate2,426.49,0.001421633,0.05,0.79,NA,NA
LH2, N,2,2008,7,23,WET2,48,175,2.916666667,rate2,443.92,0.001479733,0.06,0.9,NA,NA
LH2, N,2,2008,7,23,WET2,49.25,175,2.916666667,rate2,443.92,0.001479733,0.06,0.97,0.22,0.097
LH2, N,2,2008,7,23,WET2,50,175,2.916666667,rate2,443.92,0.001479733,0.06,1.03,NA,NA
LH2, N,2,2008,7,23,WET2,50.5,175,2.916666667,rate2,443.92,0.001479733,0.06,1.01,NA,NA
LH2, N,2,2008,7,23,WET2,52,175,2.916666667,rate2,443.92,0.001479733,0.07,1.1,NA,NA
LH2, N,2,2008,7,23,WET2,52.5,61.46,1.024333333,rate2,443.92,0.001479733,0.07,1.05,NA,NA
LH2, N,2,2008,7,23,WET2,57,61.46,1.024333333,rate3,43.87,0.000146233,0.05,0.07,NA,NA
LH2, N,2,2008,7,23,WET2,59,61.46,1.024333333,rate3,455.23,0.001517433,0.05,0.77,NA,NA
LH2, N,2,2008,7,23,WET2,60,61.46,1.024333333,rate3,474.07,0.001580233,0.05,0.8,NA,NA
LH2, N,2,2008,7,23,WET2,61,61.46,1.024333333,rate3,474.07,0.001580233,0.04,0.75,0.256,0.109
LH2, N,2,2008,7,23,WET2,61.75,61.46,1.024333333,rate3,474.07,0.001580233,0.04,0.67,NA,NA
LH2, N,2,2008,7,23,WET2,62.25,61.46,1.024333333,rate3,474.07,0.001580233,0.05,0.91,NA,NA
LH2, N,2,2008,7,23,WET2,63.5,61.46,1.024333333,rate3,474.07,0.001580233,0.04,0.69,NA,NA
LH2, N,2,2008,7,23,WET2,64,131.06,2.184333333,rate3,474.07,0.001580233,0.04,0.64,NA,NA
LH2, N,2,2008,7,23,WET2,65,131.06,2.184333333,rate3,504.9,0.001683,0.05,0.85,NA,NA
LH2, N,2,2008,7,23,WET2,65.5,131.06,2.184333333,rate3,519.16,0.001730533,0.05,0.87,NA,NA
LH2, N,2,2008,7,23,WET2,66,131.06,2.184333333,rate3,519.16,0.001730533,0.06,1.05,NA,NA
LH2, N,2,2008,7,23,WET2,66.5,131.06,2.184333333,rate3,519.16,0.001730533,0.05,0.97,0.267,0.104
LH2, N,2,2008,7,23,WET2,67,131.06,2.184333333,rate3,519.16,0.001730533,0.06,1.21,NA,NA
LH2, N,2,2008,7,23,WET2,67.5,131.06,2.184333333,rate3,519.16,0.001730533,0.07,1.39,NA,NA
LH2, N,2,2008,7,23,WET2,69,131.06,2.184333333,rate3,519.16,0.001730533,0.07,1.22,NA,NA
LH2, N,2,2008,7,23,WET2,69.5,175,2.916666667,rate3,519.16,0.001730533,0.07,1.22,NA,NA
LH2, N,2,2008,7,23,WET2,70,175,2.916666667,rate3,550.59,0.0018353,0.07,1.39,NA,NA
LH2, N,2,2008,7,23,WET2,70.5,175,2.916666667,rate3,558.81,0.0018627,0.08,1.51,NA,NA
LH2, N,2,2008,7,23,WET2,71,175,2.916666667,rate3,558.81,0.0018627,0.08,1.6,NA,NA
LH2, N,2,2008,7,23,WET2,71.5,175,2.916666667,rate3,558.81,0.0018627,0.08,1.63,0.275,NA
LH2, N,2,2008,7,23,WET2,72,175,2.916666667,rate3,558.81,0.0018627,0.09,1.73,NA,NA
LH2, N,2,2008,7,23,WET2,72.5,175,2.916666667,rate3,558.81,0.0018627,0.04,0.92,NA,NA
LH2, N,2,2008,7,23,WET2,73,175,2.916666667,rate3,558.81,0.0018627,0.07,1.32,NA,NA
LH2, N,2,2008,7,23,WET2,74.5,175,2.916666667,rate3,558.81,0.0018627,0.09,1.87,NA,NA
LH2, N,2,2008,7,23,WET2,75,0,0,0,497.3,0.001657667,0.07,1.29,NA,NA
LH2, N,2,2008,7,23,WET2,75.5,0,0,0,376.9,0.001256333,0.09,1.22,NA,NA
LH2, N,2,2008,7,23,WET2,76,0,0,0,169.4,0.000564667,0.09,0.51,NA,NA
LH2, N,2,2008,7,23,WET2,76.5,0,0,0,143.71,0.000479033,0.08,0.38,NA,NA
LH2, N,2,2008,7,23,WET2,77,0,0,0,81.83,0.000272767,0.07,0.19,NA,NA
LH2, N,2,2008,7,23,WET2,77.5,0,0,0,69.39,0.0002313,0.06,0.14,NA,NA
LH2, N,2,2008,7,23,WET2,78,0,0,0,54.75,0.0001825,0.05,0.09,NA,NA
LH2, N,2,2008,7,23,WET2,78.5,0,0,0,43.57,0.000145233,0.04,0.05,NA,NA
LH2, N,2,2008,7,23,WET2,79,0,0,0,34.8,0.000116,0.03,0.03,NA,NA
LH2, N,2,2008,7,23,WET2,79.5,0,0,0,25.49,0.000084967,0.02,0.01,NA,NA
LH2, N,2,2008,7,23,WET2,84.55,0,0,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,0,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,2.12,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,3,61.46,1.024333333,0,15.94,0.000053133,1.11,0.6,NA,NA
LH2, N,3,2008,7,24,DRY,4,61.46,1.024333333,0,32.48,0.000108267,0.75,0.82,NA,NA
LH2, N,3,2008,7,24,DRY,5,61.46,1.024333333,0,46.43,0.000154767,0.51,0.8,NA,NA
LH2, N,3,2008,7,24,DRY,6,61.46,1.024333333,0,52.83,0.0001761,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,7,61.46,1.024333333,0,52.83,0.0001761,0.32,0.58,NA,NA
LH2, N,3,2008,7,24,DRY,10,61.46,1.024333333,0,52.83,0.0001761,0.27,0.48,NA,NA
LH2, N,3,2008,7,24,DRY,15,61.46,1.024333333,0,52.83,0.0001761,0.33,0.59,NA,NA
LH2, N,3,2008,7,24,DRY,20,61.46,1.024333333,0,52.83,0.0001761,0.27,0.49,NA,NA
LH2, N,3,2008,7,24,DRY,25,61.46,1.024333333,0,52.83,0.0001761,0.21,0.38,NA,NA
LH2, N,3,2008,7,24,DRY,30,0,0,0,52.83,0.0001761,0.16,0.29,NA,NA
LH2, N,3,2008,7,24,DRY,30.5,0,0,0,44.92,0.000149733,0.07,0.1,NA,NA
LH2, N,3,2008,7,24,DRY,31,0,0,0,24.38,0.000081267,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,31.5,0,0,0,14.58,0.0000486,NA,NA,NA,NA
LH2, N,3,2008,7,24,DRY,33.12,0,0,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,0,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,1.42,61.46,1.024333333,0,0,0,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,2,61.46,1.024333333,0,13.47,0.0000449,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,3,61.46,1.024333333,0,42.09,0.0001403,0.25,0.36,NA,NA
LH2, N,3,2008,7,24,WET,4,61.46,1.024333333,0,54.11,0.000180367,0.28,0.52,NA,NA
LH2, N,3,2008,7,24,WET,5,61.46,1.024333333,0,59,0.000196667,0.26,0.53,NA,NA
LH2, N,3,2008,7,24,WET,6,61.46,1.024333333,0,59,0.000196667,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,8,61.46,1.024333333,0,59,0.000196667,0.22,0.45,0.122,0.022
LH2, N,3,2008,7,24,WET,9,61.46,1.024333333,0,59,0.000196667,0.3,0.6,NA,NA
LH2, N,3,2008,7,24,WET,11,61.46,1.024333333,0,59,0.000196667,0.24,0.49,NA,NA
LH2, N,3,2008,7,24,WET,15,61.46,1.024333333,0,59,0.000196667,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,15.5,107.18,1.786333333,0,59,0.000196667,0.23,0.46,NA,NA
LH2, N,3,2008,7,24,WET,16,107.18,1.786333333,0,68.52,0.0002284,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,17,107.18,1.786333333,0,99.86,0.000332867,0.33,1.12,NA,NA
LH2, N,3,2008,7,24,WET,18,107.18,1.786333333,0,119.73,0.0003991,0.29,1.17,NA,NA
LH2, N,3,2008,7,24,WET,19,107.18,1.786333333,0,119.73,0.0003991,NA,NA,NA,NA
LH2, N,3,2008,7,24,WET,19.5,107.18,1.786333333,0,119.73,0.0003991,0.28,1.17,0.146,0.033
LH2, N,3,2008,7,24,WET,20.75,107.18,1.786333333,0,119.73,0.0003991,0.32,1.32,NA,NA
LH2, N,3,2008,7,24,WET,22.5,107.18,1.786333333,0,119.73,0.0003991,0.29,1.21,NA,NA
LH2, N,3,2008,7,24,WET,24.5,107.18,1.786333333,0,119.73,0.0003991,NA,NA,NA,NA
